region,cape_j_kg,lifted_index,precipitable_water_mm,wind_shear_0_6km_kts,rh_850hpa_pct,temp_anomaly_c,radar_reflectivity_dbz,rain_rate_mm_hr,rainfall_3h_accum_mm,cloud_top_temp_c,pressure_trend_3h_hpa,wind_gust_kmh,surface_temp_c,layer1_synoptic_instability,layer2_mesoscale_trigger,composite_risk_score,hazard_type
East (Kolkata / Bhubaneswar / Patna),1035.8,2.2,46.0,9.3,68.9,1.1,23.5,4.1,6.8,-36.9,-3.15,18.5,32.9,33.9,24.3,27.2,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1458.0,2.23,53.2,46.9,72.5,0.31,19.2,7.4,11.5,-37.0,1.54,15.8,24.7,47.4,22.5,30.0,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),846.5,5.25,38.6,12.0,76.3,2.81,18.5,0.6,1.6,6.8,0.11,21.6,20.0,29.0,9.9,15.6,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),719.3,5.21,65.8,6.8,62.5,0.76,30.9,9.4,17.0,-12.9,-1.22,22.7,22.9,30.2,20.1,23.1,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1066.3,3.71,19.7,16.2,38.1,3.55,33.0,4.5,7.2,-26.9,-1.16,22.9,33.2,26.3,29.0,28.2,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1160.5,4.18,43.0,34.0,83.7,0.22,32.6,20.1,27.0,-31.9,-0.25,12.6,26.7,37.3,29.2,31.7,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1688.6,4.43,35.4,45.1,48.6,1.04,32.9,3.1,5.2,-4.7,1.53,61.2,28.8,41.1,25.8,30.4,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2871.6,-0.21,51.6,33.5,87.5,2.15,50.4,30.6,75.3,-67.8,-3.37,39.1,35.9,64.8,59.7,61.2,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),2317.6,-0.36,37.2,31.4,61.9,0.94,59.9,17.4,38.1,-56.9,1.0,25.8,31.6,51.8,48.6,49.5,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),1602.7,3.55,75.9,65.0,81.0,1.66,21.3,2.1,2.9,2.8,1.46,40.7,31.6,59.9,14.7,28.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2655.4,1.33,54.8,9.0,90.7,1.12,51.9,19.5,23.8,-74.6,2.33,13.4,30.0,57.6,48.3,51.1,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),1336.8,4.24,28.0,23.6,86.3,-2.61,25.6,1.4,2.9,-1.2,-0.88,20.5,20.7,34.4,16.2,21.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1854.3,0.85,12.0,15.2,88.4,2.18,33.8,11.6,29.5,12.6,-2.02,38.4,22.7,37.9,31.0,33.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1038.6,2.12,26.1,29.4,65.0,3.09,27.4,5.6,8.9,-28.2,2.03,27.8,29.3,29.6,23.6,25.4,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1314.2,3.69,49.9,16.1,32.9,0.21,25.1,1.0,1.7,-0.3,2.27,10.0,36.1,36.1,15.0,21.3,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1106.6,4.02,38.3,5.0,84.2,0.05,15.3,10.1,23.6,-11.1,-2.97,29.6,37.7,31.4,20.2,23.6,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),371.0,4.83,34.0,29.4,74.8,1.15,20.3,1.0,1.8,-15.9,2.99,37.8,33.1,28.6,20.4,22.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),378.2,6.98,31.9,27.6,36.0,4.78,35.3,3.1,6.1,-41.3,-2.19,55.8,30.7,22.3,41.7,35.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),472.8,5.04,53.6,15.1,66.3,-0.13,20.6,3.6,4.5,-36.7,2.13,10.0,16.7,24.8,22.0,22.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1610.1,4.26,37.4,17.0,66.5,1.87,32.8,2.0,4.2,-7.9,0.27,10.0,22.3,37.3,17.7,23.6,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),2910.6,1.23,35.9,10.8,63.7,0.12,30.7,1.2,1.5,-52.4,-0.05,20.4,29.7,48.8,27.6,33.9,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2649.5,-0.61,55.9,20.7,86.8,1.81,56.7,28.0,48.0,-69.7,-2.41,17.4,30.3,54.4,57.3,56.4,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),1866.8,1.2,63.9,65.0,68.4,-2.31,6.3,7.7,10.2,10.0,0.98,82.3,32.7,61.1,7.0,23.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),918.0,2.63,26.4,55.9,55.4,4.45,0.0,0.7,0.9,-40.8,1.36,17.5,34.8,36.1,6.3,15.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),703.2,5.11,58.5,17.5,66.6,1.31,3.9,1.1,1.4,10.0,-0.89,16.8,34.4,34.5,2.0,11.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1428.1,3.26,40.5,23.2,74.9,-0.11,22.2,7.1,8.8,-34.9,-2.83,33.5,36.7,37.9,26.7,30.0,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),901.2,5.82,54.9,13.3,31.4,-0.05,40.0,1.6,3.3,-18.7,-4.28,57.9,28.1,29.7,37.3,35.0,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),438.9,5.84,51.2,40.3,45.9,1.11,6.4,4.1,5.0,-24.9,1.48,39.9,28.2,26.2,13.6,17.4,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),625.8,3.19,42.3,7.2,37.7,4.91,24.2,3.5,4.6,-32.0,-3.02,39.2,40.8,21.4,27.1,25.4,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1033.2,3.38,42.9,10.5,53.1,3.9,21.5,6.2,11.0,18.0,-3.25,32.6,36.9,27.8,23.3,24.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2850.8,-2.23,51.4,5.0,97.6,-0.09,58.0,16.5,29.2,-47.8,-2.21,32.5,27.0,63.0,54.4,56.9,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),332.1,5.69,26.6,13.2,54.7,0.71,21.5,2.0,3.1,11.8,0.5,18.8,21.7,16.1,10.7,12.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),526.6,8.0,26.0,12.2,33.0,0.82,16.6,7.4,15.9,-34.3,3.61,31.9,24.7,17.5,19.6,19.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1093.6,3.97,71.1,8.7,76.2,-3.79,0.0,4.1,5.3,-16.6,-1.01,32.1,27.0,39.8,7.7,17.3,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),760.6,4.72,58.3,14.5,68.7,-0.01,30.2,2.4,3.8,-37.5,-2.13,20.5,32.4,37.7,28.5,31.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1729.5,2.52,55.9,23.1,74.3,0.96,35.3,1.8,4.0,-43.1,0.83,10.0,21.2,47.0,28.6,34.1,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1114.8,4.2,39.8,13.2,85.0,-1.5,23.7,3.7,5.0,-7.8,-3.29,13.1,33.0,35.8,23.6,27.2,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),432.3,4.95,19.1,9.0,93.9,4.3,24.6,0.1,0.2,-13.3,-2.58,26.0,30.3,21.2,23.2,22.6,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),914.9,4.91,34.6,16.2,72.5,-1.98,9.1,5.6,6.8,-0.3,-0.14,10.0,18.7,28.2,9.2,14.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1468.0,2.14,47.7,23.6,89.5,-1.73,18.5,5.3,11.6,18.0,3.0,10.0,21.3,43.7,8.9,19.3,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1998.1,1.13,58.1,8.6,63.4,2.02,29.8,2.5,5.8,-37.3,1.45,16.8,35.8,45.4,28.6,33.6,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),522.1,3.4,48.0,27.7,93.8,1.11,12.9,2.0,4.2,-23.2,4.5,10.0,42.0,34.2,13.1,19.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1530.9,2.9,48.4,6.6,62.2,-0.5,22.8,6.5,14.7,-4.7,-1.63,10.0,36.8,37.7,17.4,23.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1052.0,2.57,39.6,16.1,68.3,2.72,47.6,29.2,68.8,-29.5,0.19,59.1,36.0,33.2,49.4,44.6,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),2635.1,2.47,51.1,15.2,62.4,1.04,36.6,5.4,10.0,-66.2,-5.19,14.8,38.6,55.5,42.7,46.5,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),923.3,3.64,29.3,5.0,71.1,4.57,11.6,0.1,0.2,-23.8,-0.44,25.1,31.0,25.7,9.9,14.6,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),441.2,2.75,43.7,59.3,34.2,-3.41,54.7,83.4,177.4,-22.4,-0.96,22.3,31.6,37.2,62.1,54.6,CLOUDBURST_FLASHFLOOD
South (Chennai / Bengaluru / Hyderabad / Kochi),799.6,3.04,38.8,21.0,87.1,-0.65,28.1,12.2,24.5,-35.2,1.99,16.3,25.4,32.5,28.8,29.9,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),246.3,5.67,62.2,13.9,48.2,4.14,15.0,5.1,11.2,-8.3,-0.7,27.9,23.6,25.0,15.9,18.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),271.2,6.24,12.0,5.0,21.9,1.56,22.9,5.5,12.9,-9.8,0.55,17.9,37.9,10.7,14.8,13.5,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),330.8,5.76,39.9,30.2,81.3,0.27,5.3,1.8,2.3,-19.5,-1.72,30.2,24.0,29.1,11.0,16.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1739.0,1.54,45.5,15.4,66.0,-0.39,15.0,8.4,17.1,-3.5,2.15,18.1,25.6,39.6,15.9,23.0,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1615.0,2.08,16.1,30.0,84.0,1.27,33.6,1.4,2.9,-23.6,0.67,23.9,33.6,39.1,27.6,31.0,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1800.9,1.57,52.4,13.0,49.1,-2.02,10.4,3.4,7.5,18.0,1.06,49.9,24.3,36.9,10.3,18.3,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),855.1,4.97,40.2,30.9,70.8,-2.66,8.4,5.4,13.3,3.1,-0.35,17.6,30.7,35.2,11.7,18.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),637.6,4.86,28.6,8.2,47.8,1.74,34.4,3.5,5.3,0.9,-1.6,34.3,19.9,18.8,24.1,22.5,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),4387.7,-3.31,56.3,46.2,86.9,2.38,46.1,23.5,57.6,-71.7,0.42,42.3,35.3,88.1,53.7,64.0,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),1413.9,2.38,31.6,19.1,70.6,2.57,30.1,1.0,2.3,-16.4,-1.36,37.1,35.4,38.9,25.5,29.5,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),582.0,4.21,53.3,23.5,36.8,-0.44,43.5,4.3,6.6,-27.6,-0.94,26.4,21.5,29.0,32.3,31.3,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),3089.0,-0.17,44.6,32.2,88.0,-0.53,42.7,5.7,12.0,-88.0,0.66,12.1,31.0,65.1,43.0,49.6,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),2817.1,1.97,36.3,21.2,53.0,0.49,51.3,29.7,63.7,-52.7,3.85,32.2,28.1,50.4,55.4,53.9,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),1921.2,2.38,27.9,30.4,83.6,-1.69,36.4,6.8,11.3,-19.5,0.04,17.9,26.1,44.6,29.0,33.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1151.3,3.29,32.0,8.0,70.1,1.96,18.4,3.7,6.3,-18.9,-0.74,10.0,25.4,30.5,17.8,21.6,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),708.5,4.09,54.3,21.0,45.6,-0.15,13.5,5.5,7.3,6.6,1.83,14.2,42.3,27.2,10.6,15.6,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),949.1,6.14,58.1,40.2,72.8,0.35,22.8,10.8,20.9,-28.6,-1.44,72.1,25.4,40.2,29.9,33.0,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2582.2,1.83,51.7,20.1,97.1,0.11,48.2,41.1,105.7,-88.0,0.42,37.5,31.5,54.1,66.5,62.8,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),774.5,5.63,41.6,44.7,71.1,1.63,21.5,2.4,3.0,-29.1,3.39,36.8,28.9,38.6,17.6,23.9,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),506.0,5.88,51.7,20.0,89.4,1.13,26.3,9.5,19.6,-28.9,0.47,33.7,26.3,32.5,28.5,29.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1901.0,2.14,46.4,21.9,76.9,4.69,10.2,2.7,3.3,-19.1,2.15,33.3,33.5,46.2,14.2,23.8,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1255.1,4.93,33.6,9.9,33.8,-0.35,27.3,0.0,0.0,6.4,-0.85,25.4,18.6,29.6,17.3,21.0,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),796.6,2.65,29.2,8.8,48.7,4.44,32.3,0.2,0.4,-37.6,-1.29,62.3,31.0,24.7,29.8,28.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),849.7,6.16,37.6,22.7,82.3,-3.49,27.0,0.4,0.9,-18.3,-0.13,10.0,20.8,28.5,21.1,23.3,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),217.2,6.46,33.1,19.2,66.9,1.58,15.4,2.1,4.3,-15.9,-0.66,44.1,36.1,21.7,17.2,18.6,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),892.6,4.8,43.8,5.0,77.7,-2.99,6.3,1.9,3.7,-43.8,-0.49,22.2,31.9,27.0,15.2,18.7,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2436.6,0.22,64.5,37.1,86.8,-1.75,50.7,38.0,86.5,-66.0,-1.88,115.2,25.4,63.6,68.2,66.8,CLOUDBURST_FLASHFLOOD
South (Chennai / Bengaluru / Hyderabad / Kochi),644.1,5.83,45.9,8.2,87.7,-1.64,17.7,1.0,1.4,-1.4,-1.43,27.1,17.9,25.7,11.5,15.8,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),4800.0,-2.23,62.6,21.2,89.8,-1.82,49.4,24.6,61.6,-53.6,-1.21,49.5,20.0,90.5,54.9,65.5,THUNDERSTORM_LIGHTNING
East (Kolkata / Bhubaneswar / Patna),1272.7,2.61,42.0,22.0,48.5,-0.84,39.6,4.7,10.3,-8.1,1.17,40.7,41.6,38.8,27.2,30.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),410.7,4.37,39.7,35.3,73.5,5.34,3.5,18.4,42.1,-10.1,0.96,63.2,38.5,27.0,15.5,18.9,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),1498.8,1.76,20.8,48.3,62.7,-1.43,21.1,2.6,3.3,18.0,-1.13,37.7,25.4,40.5,16.1,23.4,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),642.4,5.37,51.0,48.1,85.1,-3.05,15.7,0.0,0.0,-12.1,-3.3,96.8,35.0,34.9,22.8,26.5,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1929.1,2.02,32.8,20.9,87.3,1.59,10.9,3.8,7.3,-34.8,0.36,25.0,36.4,46.0,17.8,26.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2687.5,3.17,30.0,39.7,69.8,1.03,54.8,65.7,157.1,-71.0,-1.55,108.1,28.7,55.6,81.9,74.0,CLOUDBURST_FLASHFLOOD
East (Kolkata / Bhubaneswar / Patna),2176.7,-0.19,27.8,25.6,84.7,5.38,15.3,1.7,4.0,-66.7,-1.0,18.5,41.7,52.5,26.2,34.1,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2145.1,0.66,47.0,21.1,79.6,0.41,14.0,1.6,2.7,-64.9,-2.55,26.0,21.9,54.5,26.2,34.7,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),950.4,4.11,33.9,15.1,89.8,-4.53,12.8,5.2,7.3,-24.6,0.65,16.2,25.3,33.7,15.4,20.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),656.2,5.49,65.1,12.2,31.5,-0.44,38.6,1.6,2.5,-1.5,3.6,22.7,33.3,28.1,24.9,25.9,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),1788.6,3.17,57.7,34.5,80.6,-0.48,21.8,14.5,35.6,10.8,-2.17,22.8,42.7,46.3,28.5,33.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),694.4,4.71,34.5,11.3,97.4,-2.21,23.3,0.4,0.7,-18.2,-4.2,22.2,32.2,31.1,24.9,26.8,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),973.7,4.48,12.0,22.3,65.0,-0.74,37.9,0.4,0.9,-36.2,-4.87,20.8,42.3,30.2,36.0,34.3,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),714.4,4.71,43.7,36.5,94.0,0.17,20.5,10.2,17.8,-6.1,2.36,13.3,27.9,36.2,15.7,21.8,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),779.0,5.7,37.7,11.8,56.6,0.37,27.5,2.2,5.7,-20.0,-3.89,24.6,19.7,23.5,26.1,25.3,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1878.6,1.58,54.5,22.0,51.6,-2.54,16.0,2.6,4.2,-18.3,3.55,33.9,26.5,43.7,13.7,22.7,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),745.4,3.98,42.2,17.1,85.8,1.84,18.5,0.4,0.7,-22.1,-2.58,19.2,35.5,31.7,18.9,22.7,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1900.6,3.03,58.1,19.6,76.7,4.1,25.3,1.8,2.9,-24.6,-0.11,14.1,21.4,45.8,19.0,27.0,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2678.5,2.53,48.9,24.1,53.5,1.12,54.2,17.5,45.4,-56.9,1.41,11.3,33.6,56.6,50.3,52.2,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),872.5,3.49,24.1,17.6,53.7,2.93,32.2,0.4,0.7,-18.4,-0.1,46.7,26.9,26.7,25.4,25.8,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),565.1,5.16,31.5,40.5,77.6,0.9,35.8,4.8,11.2,-20.2,-0.71,44.5,25.9,29.9,31.3,30.9,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2353.5,0.84,35.6,6.7,90.2,-1.8,66.3,22.4,31.8,-73.0,-2.04,10.0,26.0,53.7,62.6,59.9,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1560.7,3.54,39.6,31.9,86.6,1.1,35.9,3.5,4.6,-43.2,0.78,16.9,42.7,40.9,26.7,31.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),729.9,2.57,38.2,18.2,59.4,-0.61,14.9,1.9,4.6,-1.8,1.16,10.0,14.3,30.5,8.6,15.2,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1009.9,3.57,52.1,8.0,56.4,-1.94,31.8,1.9,3.4,-39.0,0.08,10.0,20.1,33.3,25.4,27.8,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1646.7,2.02,49.0,17.7,56.8,0.33,15.9,8.2,18.0,-14.4,-0.62,27.1,42.9,41.3,19.2,25.8,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),367.2,4.85,36.1,61.3,48.1,2.3,16.3,0.1,0.2,-6.6,-0.71,68.8,33.4,31.8,17.2,21.6,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),3372.7,-3.79,51.3,12.9,43.5,-0.25,53.9,28.3,66.1,-36.8,-5.19,17.0,32.9,66.8,58.8,61.2,MODERATE_RAIN_SHOWERS
West (Mumbai / Ahmedabad / Jaipur),2235.1,3.96,25.6,12.7,55.7,4.77,45.3,38.2,78.6,-37.1,0.54,29.0,36.5,34.6,46.5,42.9,MODERATE_RAIN_SHOWERS
South (Chennai / Bengaluru / Hyderabad / Kochi),1289.8,0.43,51.8,23.6,83.0,2.59,31.3,5.9,13.1,0.4,1.65,20.1,30.7,44.3,19.9,27.2,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),3269.8,0.03,54.2,31.4,73.4,-0.71,48.7,116.8,240.0,-54.4,-1.55,10.0,28.9,67.2,64.5,65.3,THUNDERSTORM_LIGHTNING
East (Kolkata / Bhubaneswar / Patna),2947.6,-1.45,45.9,36.3,56.5,-0.77,58.5,24.2,34.9,-65.4,1.59,32.6,24.4,63.8,53.8,56.8,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),1121.1,2.26,49.4,38.8,84.4,5.22,41.8,1.3,2.3,-4.7,-2.16,31.1,34.8,43.4,30.9,34.7,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1062.1,4.04,51.2,17.2,67.8,-0.24,12.2,2.6,4.4,-23.2,1.7,20.7,24.6,36.8,11.1,18.8,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1091.6,4.65,56.7,26.2,85.7,1.3,11.1,4.9,10.2,-18.4,-3.57,13.7,28.5,44.2,18.6,26.3,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1824.9,1.06,52.4,5.3,72.4,1.43,36.2,3.2,4.1,-20.4,-1.4,25.7,35.8,42.5,29.6,33.5,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1734.7,1.2,58.9,18.3,76.9,-3.29,21.7,4.1,5.8,-1.2,0.86,23.1,34.4,48.2,17.7,26.8,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),270.0,3.91,20.0,32.4,39.1,-3.26,37.3,11.0,13.2,10.2,-1.64,22.5,12.9,21.1,26.4,24.8,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1659.3,2.94,43.9,7.1,45.3,2.38,31.2,3.9,6.8,17.4,-6.17,25.2,33.8,37.1,29.5,31.8,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),1652.7,1.44,41.4,28.1,90.8,-1.8,27.6,3.5,6.4,9.9,1.69,15.8,27.8,50.2,18.1,27.7,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1099.7,5.35,44.1,10.7,87.3,0.53,21.7,1.9,2.7,-18.5,-1.13,55.5,31.8,32.8,18.8,23.0,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),1342.6,1.93,54.6,7.0,47.5,-2.82,21.2,1.6,2.3,-11.6,-0.87,10.7,35.7,38.1,19.0,24.7,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),320.7,6.01,43.8,12.8,79.6,-0.22,45.9,18.4,33.2,-50.3,1.07,10.9,33.5,24.2,43.9,38.0,NORMAL_STABLE
Central (Nagpur / Bhopal / Raipur),494.3,6.87,43.2,26.5,92.7,0.97,17.3,0.1,0.1,-2.4,0.05,26.7,27.8,24.6,10.6,14.8,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),693.7,4.7,48.5,30.6,90.8,-4.03,35.4,3.4,4.5,-23.8,0.36,10.0,22.1,38.9,22.7,27.5,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1840.4,0.17,20.9,11.6,20.0,0.62,13.8,1.6,4.0,-42.2,-2.05,10.0,28.2,35.3,20.5,25.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2758.7,0.96,63.8,65.0,89.6,0.74,44.7,6.0,14.4,-76.8,3.78,101.6,23.3,70.2,51.4,57.1,MODERATE_RAIN_SHOWERS
East (Kolkata / Bhubaneswar / Patna),1764.1,2.18,40.5,27.6,63.5,-0.53,26.0,0.6,0.8,-2.0,0.83,12.0,25.8,42.7,13.9,22.5,NORMAL_STABLE
North (Delhi / Dehradun / Srinagar),1391.6,3.17,62.7,15.1,88.7,-1.92,22.3,5.1,7.6,12.6,2.53,31.1,15.5,43.9,14.7,23.5,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),2017.8,3.87,30.0,16.2,50.6,-0.33,34.6,2.4,5.2,-36.6,-1.64,15.4,43.0,39.8,30.6,33.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),120.3,5.82,29.2,47.3,59.1,-0.33,20.9,2.2,2.8,-45.5,-1.02,46.5,34.6,26.4,24.6,25.1,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),2621.3,1.37,38.8,35.3,90.6,4.73,52.9,40.4,100.5,-73.1,-1.37,26.6,39.5,58.8,68.5,65.6,CLOUDBURST_FLASHFLOOD
South (Chennai / Bengaluru / Hyderabad / Kochi),1174.3,2.86,42.5,18.7,49.4,0.23,10.0,1.7,2.1,-26.8,-1.91,43.0,25.8,34.1,15.8,21.3,NORMAL_STABLE
East (Kolkata / Bhubaneswar / Patna),2420.7,0.82,34.9,19.6,78.1,-0.52,41.4,10.8,21.0,-59.8,-2.02,10.0,27.9,48.6,42.9,44.6,MODERATE_RAIN_SHOWERS
Northeast (Guwahati / Tawang / Shillong),1936.5,3.47,30.7,5.0,57.3,0.23,7.7,0.0,0.1,11.3,1.86,18.3,25.6,37.1,3.6,13.6,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),729.5,4.7,47.2,47.6,93.9,1.43,58.3,22.3,41.6,-35.6,-1.27,33.1,32.5,42.7,48.8,47.0,MODERATE_RAIN_SHOWERS
North (Delhi / Dehradun / Srinagar),1507.6,3.33,62.3,11.0,83.5,1.35,31.4,6.2,13.7,-22.7,0.72,10.0,27.5,40.8,24.7,29.5,NORMAL_STABLE
South (Chennai / Bengaluru / Hyderabad / Kochi),778.0,5.65,65.2,15.3,75.4,1.49,29.0,2.1,2.6,-32.5,-2.78,16.0,49.5,32.5,26.1,28.0,NORMAL_STABLE
Northeast (Guwahati / Tawang / Shillong),1723.2,4.51,37.9,16.1,87.2,1.83,7.4,0.6,1.3,-16.0,-2.06,31.1,33.4,34.9,11.6,18.6,NORMAL_STABLE
West (Mumbai / Ahmedabad / Jaipur),3620.1,-2.63,26.9,59.1,61.5,-2.71,46.2,15.6,37.0,-71.5,2.55,121.7,29.8,72.3,56.0,60.9,MODERATE_RAIN_SHOWERS
